lg_country_code,report_date,sessions,transactions,successful_orders,gmv_eur,healthy_ns,total_availability_sessions
se,2025-07-08,141238,36489,30933,890718.12,103515,120203
cz,2026-06-14,141449,42215,41337,853892.28,107361,129432
se,2025-09-21,205774,63523,52298,1542399.67,150841,181628
no,2025-09-21,123914,32266,30203,1104944.63,103470,114152
at,2026-05-08,105528,40241,33929,1049328.91,90968,95817
sg,2025-08-18,220984,60362,58730,1145025.91,199519,200388
hu,2025-08-18,111460,33547,29903,520415.56,82226,92217
t3,2026-04-23,2049439,650055,422206,4135101.94,1824827,1878138
se,2025-08-15,182904,54502,44661,1345183.48,140989,159083
no,2025-08-15,88816,21374,19877,743130.33,73760,79426
at,2026-02-24,94870,31442,26957,815899.38,79465,84899
tw,2026-02-10,1311307,431809,463767,3667327.07,1226082,1251893
at,2025-08-04,97608,33453,28617,846409.64,75725,83245
tw,2025-10-30,1328083,407888,437919,3506547.25,1221257,1235650
se,2025-12-07,201385,63331,52509,1585926.64,158569,185695
bd,2025-10-19,276428,62772,68591,284591.44,220124,248984
cz,2026-01-29,141064,43646,42989,814275.14,116191,124058
hu,2026-01-15,147152,43181,37695,673782.02,118407,134534
my,2026-01-15,813986,197137,221773,1351630.37,751156,769027
cz,2026-05-19,121308,38557,37712,688555.24,100288,107294
se,2025-09-23,148558,40919,35045,999517.39,112536,130281
mm,2026-05-06,140113,34678,38085,254269.46,116435,128530
hu,2026-05-06,129957,43418,40140,794080.59,111649,118519
kh,2026-01-01,110995,24131,26028,181218.25,91267,103397
pk,2026-05-31,1149505,293492,289575,1371869.09,984509,1036475
bd,2025-09-27,267988,60885,67723,295646.03,213935,241155
t3,2025-12-21,1895603,614222,381326,3929816.99,1731170,1811813
mm,2025-12-21,111301,28158,31049,197303.23,95760,101186
kh,2026-01-26,107420,26491,28560,167301.93,96528,99091
no,2025-08-06,70803,15356,14379,518548.7,56864,61236
t3,2026-05-02,2086374,655193,410790,4154693.44,1957238,2014988
t3,2026-06-23,1919140,595104,364444,3701748.06,811681,848453
pk,2025-09-13,976543,247331,251687,1076525.88,840715,872440
no,2026-02-08,119643,30619,30385,1164092.91,103386,111843
at,2025-09-12,105194,38753,32105,974358.41,87287,93263
no,2025-11-28,98116,25030,23548,885414.25,86604,90664
la,2025-07-10,35389,8710,9765,38691.36,27921,30366
hk,2025-07-10,392337,84057,63646,1253434.2,355104,364120
bd,2025-08-31,272900,60305,65832,281858.33,216241,244456
bd,2026-04-21,300989,70017,76133,328425.73,251084,272990
hu,2026-04-21,117513,37429,35519,667245,101232,106798
pk,2026-01-12,957679,243007,236780,1032543.78,798466,873397
sg,2026-01-12,192553,58788,54857,1080553.92,178783,179152
hk,2025-09-26,314620,78764,62821,1299244.74,286094,294274
mm,2025-09-26,124549,31333,35581,214832.06,102860,108256
la,2025-09-11,33466,9276,10254,40004.8,28635,30512
tw,2025-10-31,1365426,422053,455371,3717505.21,982612,998085
pk,2025-08-19,986595,169490,167435,667327.35,607859,854249
my,2025-11-02,1126328,230305,246208,1554510.43,920654,1008174
cz,2026-05-29,127269,41468,40466,785999.63,104083,114916
pk,2026-02-05,985882,265542,265598,1204745.29,860762,899215
no,2025-07-27,116147,30320,28276,1014003.08,92518,103218
my,2026-01-24,908742,226988,258469,1675101.7,835711,860863
ph,2026-03-13,1347895,324144,398875,2613026.41,1150306,1212674
se,2026-03-12,149307,38467,37261,1135847.35,119123,135019
hu,2026-03-12,138030,38823,39474,706631.56,114099,123369
mm,2025-09-28,125583,31299,35797,225618.98,102030,110449
bd,2026-03-27,311023,71165,76964,351064.85,221638,281207
ph,2026-01-11,1212029,348596,381784,2487694.77,1050483,1132680
mm,2025-10-08,135512,33535,37625,229478.36,110118,119464
no,2025-11-29,102742,27580,26155,982060.51,90987,95079
bd,2025-07-26,290554,62039,66870,287584.91,217836,255365
mm,2025-07-26,126706,32168,35801,210893.37,104655,110378
la,2025-07-11,35471,8842,9968,39801.24,28134,30424
tw,2025-07-29,1432027,337729,360543,3096230.57,1281361,1326582
sg,2025-12-11,205260,63674,59835,1189577.53,192841,193700
ph,2025-12-25,1246843,271074,293958,2190503.62,699729,1160933
my,2025-12-25,854433,208151,235991,1569586.51,765493,790686
kh,2026-04-05,109732,27313,29841,189894.38,96411,100145
tw,2025-11-04,1429147,418424,449138,3610371.47,1299020,1329941
cz,2026-02-17,133232,40148,39712,731095.73,109717,116725
hu,2026-02-17,121711,38703,35118,616135,102623,109705
t3,2026-02-17,1978408,640550,367820,3560669.26,1840085,1894515
cz,2025-10-22,133465,41031,40409,716770.8,99588,107484
ph,2025-10-22,1239840,328317,365272,2259919.9,1075523,1137138
pk,2026-05-27,1175800,236666,223546,1105135.73,794996,1073195
hu,2025-11-17,133873,36212,32653,555282.73,104092,118277
ph,2026-02-19,1225818,320003,349718,2170418.3,1085979,1141857
sg,2025-09-01,232034,60239,58487,1163175.91,207558,209550
my,2026-03-10,812267,175497,199576,1290199.64,704578,744270
my,2025-07-17,950389,196465,227594,1326142.81,819155,847083
ph,2026-04-03,1528039,317338,345876,2293027.93,1102015,1425551
ph,2025-12-13,1295692,374666,416394,2745908.71,1109215,1208208
at,2025-12-13,117279,42452,34863,1133969.87,99611,106344
my,2025-12-13,891051,213752,237001,1526268.83,787230,837456
mm,2025-12-13,120441,30396,33765,214230.35,104992,110457
mm,2026-06-20,139958,35938,39292,278486.58,113957,127383
at,2026-04-18,99216,34487,29764,958967.23,85391,90090
se,2025-08-23,218551,61896,51193,1544071.27,168579,191020
no,2025-08-23,94649,23544,21870,821143.86,79824,86250
cz,2025-09-30,112066,34507,34458,593827.02,88678,95562
my,2026-01-20,793040,190580,215199,1297920.52,720664,739485
bd,2026-06-06,310296,70522,75167,356542.03,226413,282011
se,2025-10-24,240561,75525,63147,1970263.93,185351,208486
la,2026-03-22,37279,8950,9961,43439.1,25688,34294
hu,2026-05-11,125726,39755,36646,722328.4,103896,114568
my,2026-02-16,964636,209952,236800,1653736.48,836281,893691
la,2025-10-10,36216,10161,11145,44593.3,30500,32841
my,2026-04-30,1139239,252863,286962,1846900.86,1013769,1051602
cz,2026-01-21,131233,40532,39925,724382.61,109239,116141
my,2025-08-22,1000330,204694,228792,1409737.72,861457,896395
la,2025-08-22,34109,9290,10291,40469.3,28121,30478
bd,2026-04-04,311989,72266,78200,361802.62,255705,282377
cz,2026-04-04,110270,31163,30639,617098.37,90213,97227
hu,2025-12-26,85700,15413,12633,253343.81,36859,78779
kh,2026-06-07,108227,25913,28266,181492.62,95645,98834
kh,2025-10-13,144521,25014,27536,155674.42,115188,119136
t3,2025-08-26,1756784,602436,387722,3553964.17,1573037,1650521
tw,2026-02-27,1457530,475766,517747,4259703.59,1367858,1401750
kh,2026-02-27,120452,30203,32310,191436.12,107865,111378
hk,2026-02-27,327869,85931,68032,1408504.12,305902,312087
no,2026-04-15,67199,17067,16661,643069.14,54141,56299
at,2026-03-20,110472,35014,33035,1030444.51,72021,78192
at,2025-07-05,95577,32527,27810,862328.05,76535,82384
bd,2026-04-02,314872,73417,78899,358923.83,259831,286588
bd,2025-07-04,300953,62027,68689,309862.68,211506,268929
kh,2026-01-07,97400,24304,26347,164524.54,88144,90592
my,2025-10-26,1082808,229156,249096,1546692.26,912744,978430
kh,2026-06-19,102850,26882,28107,164932.62,90613,93252
at,2026-06-30,109271,39236,33549,1053828.39,87307,100216
la,2026-06-30,37358,10504,11516,50788.95,30121,35323
se,2025-11-07,216919,62912,52234,1572681.33,170141,187443
kh,2025-07-28,130110,24787,27019,151518.33,104303,110160
t3,2025-10-01,1780905,587887,363494,3450425.19,1619050,1683218
kh,2025-07-07,136420,26762,29566,160924.11,115458,119767
bd,2025-07-03,287584,59576,65663,289648.97,218438,256870
my,2025-07-03,1017000,203292,238313,1404113.58,877931,908258
my,2025-12-17,874750,199682,224551,1381616.96,762979,814498
no,2025-08-13,70519,11689,15375,547255.48,53655,58277
cz,2025-08-13,117932,30884,36294,646758.68,79038,86604
t3,2026-04-28,1891514,618705,411456,3836253.78,1767535,1817219
bd,2026-04-28,333060,68792,72707,320174.06,251763,301550
se,2026-01-18,192074,57884,49326,1540399.64,150284,177776
bd,2026-03-06,283991,58254,64381,345787.05,219151,257738
hk,2026-03-06,328390,87078,69483,1425683.68,302173,308280
hk,2025-10-14,305869,75474,59017,1189406.34,275884,285196
my,2025-10-28,987045,210381,234422,1363268.46,858889,888021
kh,2026-01-19,108179,26084,28365,176748.39,96648,100027
kh,2026-04-14,100505,23315,24934,174388.48,83476,95170
bd,2025-08-12,286759,62620,68584,287777.04,220450,250805
at,2025-11-09,142151,51561,41409,1256467.24,118231,126407
kh,2026-06-17,105019,27100,28297,162275.72,94324,96809
bd,2025-07-20,284714,60088,65118,274770.38,213385,251779
mm,2025-07-20,125453,30915,35056,211663.96,100476,106814
my,2025-07-20,1020447,215371,246065,1530649.9,871343,908450
at,2026-02-12,102660,37192,31814,949140.92,86241,91377
mm,2025-12-16,141599,33989,37360,220299.4,124218,130304
at,2025-10-03,108099,40317,33139,1021869.83,89515,95978
t3,2025-07-20,1796748,567737,357159,3598341.04,1536679,1656783
bd,2025-10-17,303766,70867,77588,356722.26,231273,276045
se,2025-08-01,181370,52631,42495,1286284.43,136649,156423
hk,2025-12-30,297199,77583,63442,1246537.5,275275,281942
ph,2025-07-09,1192756,282859,319850,2096535.34,1006243,1078639
cz,2025-07-09,117930,35189,34790,600741.22,92431,98178
t3,2025-10-02,1767736,588089,361400,3446552.3,1610736,1672443
no,2025-08-29,95778,22105,20185,773302.7,80728,87446
hk,2026-04-26,392628,112404,98837,2028278.32,365063,372894
sg,2025-09-21,274147,83480,86105,1766724.07,252656,253462
at,2025-11-12,92559,33193,30765,903607.72,77140,80907
la,2025-11-12,33956,9187,10185,41189.65,28463,30610
tw,2025-08-18,1417194,423740,456407,3749737.52,1283038,1313028
no,2026-03-02,70025,15824,15097,571993.37,59936,63851
la,2026-04-23,34725,8468,9025,35981.5,26215,32399
la,2026-01-28,30489,9145,10013,40311.33,26230,28191
my,2025-11-26,997624,213880,235875,1435940.17,877313,917204
my,2026-06-25,1018103,219606,252746,1630542.82,904571,938466
pk,2025-09-10,1018034,184561,179338,733733.42,733178,919978
ph,2025-08-04,1121056,291358,322554,2006425.68,938647,1003892
mm,2025-08-04,128764,32233,35568,208293.35,106588,111874
ph,2025-10-30,1366326,357482,398752,2621189.11,1136286,1255212
at,2025-10-30,106397,38629,32543,991967.17,86720,93198
hk,2026-05-05,329651,83126,65404,1284988.2,299684,312475
bd,2026-05-05,310341,69786,75451,341796.47,258678,282183
mm,2026-01-14,111759,28548,31532,192226.62,97783,101472
hk,2025-08-17,410360,96652,94875,1959031,353192,377644
hu,2026-05-30,126645,39136,35229,780330.96,101192,114980
mm,2026-03-03,125167,32126,35325,221617.32,107880,114362
my,2026-01-29,861838,208692,235510,1470655.76,781905,803470
bd,2025-07-22,282212,61883,67332,275822.82,217475,248745
t3,2025-07-22,1787068,579828,371896,3416514.9,1543724,1628052
pk,2026-01-15,986649,247326,246462,1091471.94,834569,914498
t3,2025-09-23,1672474,560968,360595,3302527.51,1521308,1581983
cz,2026-03-18,128854,33212,38673,700803.68,104309,112007
pk,2026-05-06,1098364,290876,287405,1325021.52,970905,1001122
cz,2026-05-31,130958,38090,36160,741486.87,97875,119620
my,2025-09-27,1080345,230369,256922,1590696.44,930148,984330
no,2026-03-14,96162,22241,24031,975806.08,84096,88036
at,2026-06-23,93716,32780,28422,847158.31,23968,27302
sg,2025-11-14,244372,69190,66313,1322528.84,224320,225212
pk,2025-09-12,948419,236481,241150,1013871.51,817294,849573
no,2026-03-29,110103,29488,27934,1063302.1,94084,101411
mm,2026-04-21,142838,33021,36223,230766.32,112349,131205
bd,2026-01-12,264674,62076,66864,293783.29,223765,242331
cz,2026-06-10,140991,42946,41866,790225.91,115644,127923
sg,2025-07-23,204176,57892,57039,1095292.88,181359,182373
kh,2025-12-09,87431,22928,25850,147169.02,74940,79213
mm,2026-02-20,121161,31381,34530,214144.39,105063,110452
no,2025-10-06,67786,14181,13358,463677.51,55897,60577
pk,2025-10-06,918955,185616,180428,740011.63,622681,820466
pk,2025-10-31,950687,247424,247002,1061700.83,678951,707035
cz,2026-04-22,123726,38265,37833,694524.01,103029,109418
la,2025-12-08,27945,8855,9609,39297.51,24559,26106
cz,2026-03-26,130798,39714,39588,715456.1,85148,91816
bd,2026-03-26,318500,69342,74512,351281.45,224541,289680
at,2025-11-02,167775,57474,43969,1342112.35,134979,148877
cz,2026-02-05,128295,39629,39357,721438.97,105891,112282
hk,2026-02-05,314506,82876,66189,1289587.91,294218,299492
hu,2026-04-08,126322,39766,37426,711416.27,107135,113966
no,2025-09-15,70946,15728,15115,538716.24,58504,63745
kh,2025-09-15,147568,26886,29672,168785.32,123895,129091
kh,2026-05-01,112992,26302,28770,185727.51,100271,103703
pk,2026-03-12,902616,211320,223802,1038599.05,720135,801966
at,2025-09-28,131099,48125,38276,1153367.6,109161,117491
pk,2025-08-07,931255,230750,231141,947054.73,771071,811272
my,2025-11-15,1058814,224592,248232,1566235.55,918893,961082
t3,2026-05-16,2100344,662159,408998,4208928.04,1707174,1759836
pk,2026-05-16,1155877,309816,306604,1450207.39,1016110,1047232
sg,2026-04-20,246183,71126,65898,1267496.27,225519,228383
hk,2025-07-25,331712,77761,63841,1272056.01,297587,303774
la,2025-07-29,35696,9286,10304,40203.63,29354,31344
ph,2026-05-12,1344946,356451,391234,2365954.25,1175863,1246784
la,2026-05-12,35805,8538,9182,37917.37,29988,32951
hu,2026-05-12,126964,41824,38464,746444.49,107676,115915
kh,2025-07-15,137779,27035,29742,167344.56,118193,121186
at,2026-01-22,104259,37795,32285,974423.7,88394,93543
t3,2025-07-14,1758640,538372,350139,3245109.5,1518402,1604259
hk,2026-02-04,314571,82746,65620,1271821.4,294362,299741
la,2025-11-03,35664,8999,9865,41516.37,29462,32197
cz,2026-05-28,124082,38684,37885,700167.07,100809,111734
hk,2025-09-02,352855,80244,64191,1243145.45,318905,328955
t3,2025-10-21,1748265,579541,355406,3318669.35,1571023,1632076
se,2025-10-21,155118,42818,36302,1053469.61,117660,135982
pk,2026-01-23,1037698,238767,232993,1041463.01,777583,964088
hu,2026-02-15,129184,38991,34220,690031.58,91841,117359
no,2025-10-25,95332,24205,22605,856899.42,81009,85103
cz,2025-12-13,155274,50514,49058,1003928.5,126821,138665
la,2026-01-20,30660,9394,10318,42469.24,26734,28584
cz,2025-11-06,124124,38984,38487,685035.6,99626,106496
tw,2025-09-04,1337644,402490,436998,3486497.6,1230714,1249029
cz,2026-05-25,122415,36321,35708,654045.72,97794,109906
cz,2025-07-16,122143,37196,36694,641227.59,94915,102136
t3,2026-02-01,1943531,577620,331703,3565581.93,1776240,1864818
tw,2025-11-30,1594254,478972,512378,4280783.92,1440982,1517131
ph,2025-11-30,1396968,371771,414967,2762826.01,1114094,1290616
my,2026-06-07,1049627,243558,271063,1805816.82,896976,964512
mm,2026-06-07,138914,34241,37281,269373.61,110392,128583
at,2026-06-07,133344,48659,39025,1168459.16,108901,123831
kh,2026-05-22,113048,26978,29229,168596.24,100442,103203
se,2025-12-01,154474,41336,34881,1015446.04,117613,139123
kh,2025-12-01,135159,24810,26821,153842.16,115422,119314
my,2026-04-01,1011592,221616,251784,1588061.94,875320,925461
la,2026-04-01,34300,8968,9808,41199.59,27539,31456
la,2026-02-27,33212,9818,10859,46262.64,27755,30800
cz,2026-04-15,141319,42406,42031,791021.44,110479,116816
tw,2026-03-09,1297599,394913,425018,3357844.85,1198798,1231260
my,2026-06-18,903348,206368,233439,1416218.06,797297,826388
t3,2026-04-02,1997695,616044,373902,3856386,1864389,1915320
ph,2025-08-25,1290313,315771,352236,2269143.95,1054220,1170329
hu,2025-08-25,102080,31638,28509,493068.99,75538,84111
hk,2025-10-12,399685,108782,96473,2037543.68,357950,378185
cz,2025-09-06,114637,35012,33915,649639.22,88975,99084
bd,2025-09-06,287821,65385,72457,318095.42,222936,258082
cz,2025-12-14,144107,45927,44999,900168.28,113421,128036
hu,2025-12-14,131333,42117,37132,738357.18,94741,119448
pk,2025-10-26,967212,259482,263108,1126619.54,851959,881356
t3,2025-10-26,1901018,617799,372790,3801710.66,1697009,1783542
se,2025-12-28,190249,59137,49263,1527732.59,144644,174724
sg,2025-12-28,225888,69542,70257,1457863.09,209625,210363
ph,2026-06-19,1442651,347709,380882,2455865.12,1223542,1312563
no,2026-06-30,92552,20372,18702,776329.28,76145,87477
at,2025-08-24,129706,45767,36680,1089503.8,104972,113608
pk,2025-08-24,1016951,240840,240322,1011395.59,833741,888347
hk,2025-10-01,414379,107781,94098,1951750.75,364206,393934
mm,2025-10-01,136030,31150,35192,213154.61,111669,120038
no,2025-07-07,69120,15352,14654,511986.02,53101,58047
cz,2026-01-04,120056,35800,35075,707623.63,94217,106391
kh,2026-01-04,100640,24548,26642,169150.46,90129,93361
hk,2025-10-11,343936,92343,79567,1675829.57,314909,325405
se,2026-03-07,220255,64335,55597,1817151.03,181361,202871
tw,2025-12-17,1222512,404997,435002,3345472.21,1150268,1165299
no,2025-09-20,101927,24646,23267,895969.46,87490,93492
at,2025-09-20,94984,33285,27388,847733.79,78479,84305
hu,2025-09-20,113160,34995,31007,603036.78,88025,95768
at,2026-06-16,97961,33551,28940,862625.41,78699,89582
mm,2025-10-15,118586,29568,33039,199338.32,98926,103466
kh,2026-05-09,109449,25917,28221,177183.6,97020,99756
hu,2026-02-26,126906,41208,37818,685698.95,109270,115807
tw,2026-06-02,1204167,388735,417857,3318853.86,1120933,1139301
hu,2025-07-31,114299,35069,31262,536843.19,86915,93014
my,2026-01-30,895172,217441,245386,1579613.88,805214,837677
sg,2025-10-28,215997,63330,61815,1171708.8,198310,198964
hk,2026-01-19,297423,77867,61070,1204242.39,275848,281450
la,2026-01-05,30633,8699,9447,38593.72,25395,28428
ph,2026-01-05,1130663,311909,339603,2126288.25,943826,1041535
tw,2026-01-05,1227319,403525,431764,3374249.29,1145831,1167013
my,2025-11-09,1081304,227493,248388,1533452.12,925109,981035
hk,2025-09-09,325813,78933,62743,1233881.89,295218,304762
se,2025-09-08,169557,38199,33051,944221.44,125263,146648
hk,2025-11-20,303053,80435,61933,1233083.22,278479,285642
no,2025-11-24,73786,16473,15824,549154.1,62809,67024
kh,2026-06-13,100753,25827,28072,177205.28,90719,93409
no,2025-10-17,90252,22694,21289,800924.45,77048,81232
kh,2025-08-01,139752,27455,29905,182128.19,117778,121795
ph,2026-03-19,1287869,309307,384834,2456873.62,1101191,1162950
kh,2025-08-16,149548,29070,31842,190425.72,122953,132370
no,2026-04-25,97146,25348,24293,1013351.13,87172,91863
no,2025-07-09,69067,15299,14604,507325.01,53789,57529
hk,2025-12-19,308965,78545,63187,1332769.26,285113,291871
pk,2025-11-23,989395,268523,265297,1158106.3,859855,894935
kh,2025-10-02,145075,25088,27604,156975.53,118855,123117
bd,2025-07-08,322510,45761,48446,185177.28,159154,292042
ph,2025-08-29,1299331,342548,382954,2543495.1,1089512,1180986
bd,2026-06-14,295999,66935,71778,330329.26,228232,269220
hk,2026-06-14,394809,108941,97060,2078013.34,350631,375627
tw,2026-06-15,1300126,399552,428450,3428197.82,1190265,1237080
my,2025-12-18,903125,212881,243785,1498354.24,811370,839737
cz,2025-08-15,132466,42010,40447,749111.56,91733,103108
hk,2025-08-15,345600,85400,66840,1355229.06,309429,320549
mm,2025-09-25,127282,31781,36173,214424.93,105962,110996
t3,2025-09-25,1708930,574673,365743,3404762.85,1563359,1621109
la,2026-06-25,37484,11539,12822,55799.68,31536,35455
pk,2026-06-26,1219991,219178,202786,1045999.62,823650,1127424
sg,2026-05-05,247640,68899,62462,1211065.76,229386,232312
ph,2025-12-07,1327351,371848,404043,2680338.83,1125284,1239408
kh,2025-12-07,97653,26284,28666,180934.48,88075,91026
hu,2025-11-11,132274,39866,36198,630518.45,103528,111709
mm,2026-03-17,135046,29360,37116,241682.93,113196,121030
